,Id,Rol,Victima,Sexo,Edad,Dias_hospitalizado,N_victimas,Año,Mes,Dia,Hora,Calle,Altura,Cruce,Dirección,Comuna,Latitud,Longitud,Acusado
424,2018-0143,CONDUCTOR,MOTO,MASCULINO,22,0.0,1.0,2018.0,12.0,29.0,5.0,OLIVERA AV.,,"ALBERDI, JUAN BAUTISTA AV.","OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10.0,-58.48606475,-34.64047818,AUTO
425,2019-0001,CONDUCTOR,MOTO,MASCULINO,25,0.0,1.0,2019.0,1.0,8.0,8.0,"CASTILLO, RAMON S., PRES. AV.",,CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,CARGAS
426,2019-0002,CONDUCTOR,AUTO,MASCULINO,32,0.0,1.0,2019.0,1.0,9.0,4.0,CASTA?ARES AV.,,"MORENO, PERITO AV.","CASTAÃARES AV. y MORENO, PERITO AV.",7.0,-58.45463662,-34.65082149,CARGAS
427,2019-0003,CONDUCTOR,MOTO,MASCULINO,23,0.0,1.0,2019.0,1.0,12.0,8.0,SAN MARTIN AV.,,TERRADA,SAN MARTIN AV. y TERRADA,15.0,-58.49121672,-34.59718073,AUTO
428,2019-0004,CONDUCTOR,AUTO,MASCULINO,71,0.0,1.0,2019.0,1.0,14.0,19.0,"PERON, EVA AV.",,MEDINA,"PERON, EVA AV. y MEDINA",9.0,-58.47325712,-34.65284605,PASAJEROS
429,2019-0005,CONDUCTOR,MOTO,MASCULINO,43,0.0,1.0,2019.0,1.0,19.0,12.0,"JUSTO, JUAN B. AV.",,ALVAREZ JONTE AV.,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10.0,-58.52108101,-34.63382309,CARGAS
430,2019-0006,PEATON,PEATON,FEMENINO,12,0.0,1.0,2019.0,1.0,23.0,5.0,"OBLIGADO RAFAEL, AV.COSTANERA",4650.0,SD,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14.0,-58.41652702,-34.55509606,AUTO
431,2019-0007,CONDUCTOR,MOTO,MASCULINO,35,0.0,1.0,2019.0,1.0,26.0,19.0,"MITRE, BARTOLOME",,YATAY,"MITRE, BARTOLOME y YATAY",5.0,-58.42891604,-34.6107166,AUTO
432,2019-0008,CONDUCTOR,MOTO,MASCULINO,42,1.0,1.0,2019.0,1.0,30.0,22.0,"PAZ, GRAL. AV.",16080.0,SD,"PAZ, GRAL. AV. 16080",8.0,-58.47802293,-34.69156793,MULTIPLE
433,2019-0009,CONDUCTOR,MOTO,MASCULINO,34,0.0,1.0,2019.0,1.0,31.0,14.0,CHACABUCO,,SAN JUAN AV.,CHACABUCO y SAN JUAN AV.,1.0,-58.37564821,-34.62200207,AUTO
434,2019-0010,PEATON,PEATON,MASCULINO,SD,0.0,2.0,2019.0,2.0,2.0,7.0,DEL LIBERTADOR AV.,4100.0,SD,DEL LIBERTADOR AV. 4100,14.0,-58.42668489,-34.56961468,AUTO
435,2019-0010,PEATON,PEATON,MASCULINO,59,0.0,2.0,2019.0,2.0,2.0,7.0,DEL LIBERTADOR AV.,4100.0,SD,DEL LIBERTADOR AV. 4100,14.0,-58.42668489,-34.56961468,AUTO
436,2019-0011,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2019.0,2.0,10.0,1.0,"PAZ, GRAL. AV.",,"ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9.0,-58.5183993,-34.66252488,AUTO
437,2019-0012,CONDUCTOR,MOTO,MASCULINO,31,3.0,1.0,2019.0,2.0,17.0,3.0,CASTA?ARES AV.,,"GORDILLO, TIMOTEO","CASTAÃARES AV. y GORDILLO, TIMOTEO",8.0,-58.48432691,-34.67665828,AUTO
438,2019-0013,PEATON,PEATON,MASCULINO,39,10.0,1.0,2019.0,2.0,20.0,7.0,SALVIGNY,,MOM,SALVIGNY y MOM,7.0,-58.4338383,-34.64457699,AUTO
439,2019-0014,CONDUCTOR,MOTO,MASCULINO,69,0.0,1.0,2019.0,2.0,20.0,17.0,"LAMARCA, EMILIO",5402.0,SD,"LAMARCA, EMILIO 5402",11.0,-58.51664939,-34.58657938,OBJETO FIJO
440,2019-0015,CONDUCTOR,AUTO,MASCULINO,21,0.0,1.0,2019.0,2.0,23.0,6.0,SAN MARTIN AV.,5638.0,SD,SAN MARTIN AV. 5638,11.0,-58.49613012,-34.59703502,OBJETO FIJO
441,2019-0016,CONDUCTOR,MOTO,MASCULINO,40,0.0,1.0,2019.0,2.0,24.0,2.0,"CARRILLO, RAMON, DR.",,FINOCHIETTO ENRIQUE DR.,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4.0,-58.38313603,-34.63356284,PASAJEROS
442,2019-0017,CONDUCTOR,AUTO,MASCULINO,22,4.0,1.0,2019.0,3.0,3.0,7.0,MEXICO,,PICHINCHA,MEXICO y PICHINCHA,3.0,-58.39914719,-34.61632317,PASAJEROS
443,2019-0018,PEATON,PEATON,FEMENINO,29,0.0,1.0,2019.0,3.0,3.0,23.0,"CANTILO, INT.",,"UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,AUTO
444,2019-0019,CONDUCTOR,MOTO,MASCULINO,SD,20.0,1.0,2019.0,3.0,6.0,12.0,DEL LIBERTADOR AV.,6326.0,SD,DEL LIBERTADOR AV. 6326,13.0,-58.45049163,-34.55374003,AUTO
445,2019-0020,CONDUCTOR,MOTO,MASCULINO,43,0.0,1.0,2019.0,3.0,7.0,21.0,CHICLANA AV.,3444.0,SD,CHICLANA AV. 3444,5.0,-58.41288952,-34.63572989,AUTO
446,2019-0021,CONDUCTOR,MOTO,MASCULINO,23,1.0,1.0,2019.0,3.0,15.0,22.0,BOYACA AV.,,YERBAL,BOYACA AV. y YERBAL,7.0,-58.45743597,-34.62561234,AUTO
447,2019-0022,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,0.0,1.0,2019.0,3.0,15.0,0.0,ENTRE RIOS AV.,1260.0,SD,ENTRE RIOS AV. 1260,1.0,-58.39123782,-34.62352245,SD
448,2019-0023,CONDUCTOR,AUTO,MASCULINO,34,0.0,1.0,2019.0,3.0,16.0,8.0,"PAZ, GRAL. AV.",,"JACQUES, AMADEO","PAZ, GRAL. AV. y JACQUES, AMADEO",9.0,-58.52922765,-34.63637963,OBJETO FIJO
449,2019-0024,CONDUCTOR,MOTO,MASCULINO,32,0.0,1.0,2019.0,3.0,19.0,7.0,ANTARTIDA ARGENTINA AV.,1325.0,SD,ANTARTIDA ARGENTINA AV. 1325,1.0,-58.37208118,-34.58541957,CARGAS
450,2019-0025,PEATON,PEATON,MASCULINO,27,13.0,1.0,2019.0,3.0,22.0,13.0,"MITRE, BARTOLOME",,SANCHEZ DE BUSTAMANTE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5.0,-58.41458534,-34.60937557,AUTO
451,2019-0026,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2019.0,3.0,28.0,7.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,PASAJEROS
452,2019-0027,CICLISTA,BICICLETA,MASCULINO,37,0.0,1.0,2019.0,3.0,28.0,11.0,SANTA FE AV.,,AZCUENAGA,SANTA FE AV. y AZCUENAGA,2.0,-58.39990285,-34.59511714,MULTIPLE
453,2019-0028,PEATON,PEATON,FEMENINO,SD,0.0,1.0,2019.0,4.0,6.0,9.0,"JUSTO, JUAN B. AV.",,"ORO?O, NICASIO","JUSTO, JUAN B. AV. y OROÃO, NICASIO",11.0,-58.46051346,-34.60588536,PASAJEROS
454,2019-0029,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2019.0,4.0,7.0,10.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,OBJETO FIJO
455,2019-0030,CONDUCTOR,MOTO,MASCULINO,25,0.0,1.0,2019.0,4.0,9.0,16.0,"ALVAREZ, DONATO, TTE. GRAL.",,YERBAL,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7.0,-58.45457546,-34.62447891,CARGAS
456,2019-0031,CICLISTA,BICICLETA,MASCULINO,20,0.0,1.0,2019.0,4.0,12.0,19.0,CORDOBA AV.,,"MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,CARGAS
457,2019-0032,PEATON,PEATON,FEMENINO,83,2.0,1.0,2019.0,4.0,16.0,11.0,CAMARONES,,"ALVAREZ, DONATO, TTE. GRAL. AV.","CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11.0,-58.46415322,-34.6044379,AUTO
458,2019-0033,CONDUCTOR,MOTO,MASCULINO,25,0.0,1.0,2019.0,4.0,18.0,1.0,AUTOPISTA 25 DE MAYO,,"HUERGO, ING. AV.","AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1.0,-58.36607137,-34.62150748,SD
459,2019-0034,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2019.0,4.0,21.0,9.0,"MORENO, PERITO AV.",3050.0,SD,"MORENO, PERITO AV. 3050",7.0,-58.45537373,-34.65093074,OBJETO FIJO
460,2019-0035,PEATON,PEATON,FEMENINO,75,0.0,1.0,2019.0,4.0,23.0,14.0,SUIPACHA,665.0,SD,SUIPACHA 665,1.0,-58.37942637,-34.60053054,BICICLETA
461,2019-0036,CONDUCTOR,MOTO,MASCULINO,34,6.0,1.0,2019.0,4.0,26.0,22.0,RIGLOS,,FORMOSA,RIGLOS y FORMOSA,6.0,-58.4368044,-34.62147504,AUTO
462,2019-0037,CONDUCTOR,MOTO,MASCULINO,17,0.0,1.0,2019.0,5.0,1.0,23.0,LA RIOJA,,INDEPENDENCIA AV.,LA RIOJA e INDEPENDENCIA AV.,3.0,-58.40778291,-34.61971907,AUTO
463,2019-0038,PEATON,PEATON,FEMENINO,42,1.0,1.0,2019.0,5.0,4.0,14.0,"UDAONDO, GUILLERMO AV.",,"FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13.0,-58.45212523,-34.54628513,MOTO
464,2019-0105,PEATON,PEATON,FEMENINO,82,3.0,1.0,2019.0,5.0,5.0,11.0,SANTO TOME,,SEGUROLA AV.,SANTO TOME y SEGUROLA AV.,10.0,-58.50512382,-34.61520391,AUTO
465,2019-0039,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2019.0,5.0,9.0,3.0,SAN PEDRITO AV.,,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7.0,-58.46749188,-34.63551751,AUTO
466,2019-0040,CONDUCTOR,MOTO,MASCULINO,44,6.0,1.0,2019.0,5.0,9.0,12.0,PUAN,,SANTANDER,PUAN y SANTANDER,7.0,-58.4426358,-34.63679732,SD
467,2019-0041,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,0.0,1.0,2019.0,5.0,11.0,20.0,"ALBERDI, JUAN BAUTISTA AV.",,ANDALGALA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9.0,-58.51140289,-34.65846419,MULTIPLE
468,2019-0042,PEATON,PEATON,MASCULINO,39,0.0,1.0,2019.0,5.0,14.0,15.0,LIMA,,CONSTITUCION,LIMA y CONSTITUCION,1.0,-58.38211431,-34.62465368,PASAJEROS
469,2019-0043,CICLISTA,BICICLETA,FEMENINO,SD,0.0,1.0,2019.0,5.0,21.0,9.0,CORDOBA AV.,,"MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,CARGAS
470,2019-0044,PEATON,PEATON,FEMENINO,77,2.0,1.0,2019.0,5.0,27.0,12.0,BOEDO AV.,650.0,SD,BOEDO AV. 650,5.0,-58.41635217,-34.62036547,MOTO
471,2019-0045,CONDUCTOR,MOTO,MASCULINO,33,0.0,1.0,2019.0,6.0,3.0,7.0,DEL LIBERTADOR AV.,,REPUBLICA DE LA INDIA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14.0,-58.41316147,-34.57579669,CARGAS
472,2019-0046,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,0.0,1.0,2019.0,6.0,4.0,9.0,"PAZ, GRAL. AV.",,CABILDO AV.,"PAZ, GRAL. AV. y CABILDO AV.",13.0,-58.47617802,-34.53825652,AUTO
473,2019-0047,PEATON,PEATON,MASCULINO,76,0.0,1.0,2019.0,6.0,6.0,10.0,CASEROS AV.,1700.0,SD,CASEROS AV. 1700,4.0,-58.38641783,-34.63330028,CARGAS
474,2019-0048,CONDUCTOR,MOTO,MASCULINO,32,0.0,1.0,2019.0,6.0,7.0,7.0,AVELLANEDA AV.,1548.0,SD,AVELLANEDA AV. 1548,6.0,-58.45322169,-34.62038137,CARGAS
475,2019-0049,PEATON,PEATON,FEMENINO,72,1.0,1.0,2019.0,6.0,8.0,9.0,CIUDAD DE LA PAZ,,MENDOZA,CIUDAD DE LA PAZ y MENDOZA,13.0,-58.45849057,-34.56166498,CARGAS
476,2019-0050,CONDUCTOR,MOTO,MASCULINO,21,1.0,1.0,2019.0,6.0,8.0,23.0,"SALGUERO, JERONIMO",,HONDURAS AV.,"SALGUERO, JERONIMO y HONDURAS AV.",14.0,-58.41829559,-34.59411677,CARGAS
477,2019-0051,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2019.0,6.0,11.0,10.0,"FILIBERTO, JUAN DE DIOS",,OLAVARRIA,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4.0,-58.36376488,-34.63832093,AUTO
478,2019-0053,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,0.0,1.0,2019.0,6.0,14.0,17.0,ASTURIAS AV.,,CASTA?ARES AV.,ASTURIAS AV. y CASTAÃARES AV.,8.0,-58.46442668,-34.66004784,AUTO
479,2019-0054,CONDUCTOR,MOTO,MASCULINO,21,0.0,1.0,2019.0,6.0,20.0,3.0,GANDARA,2976.0,SD,GANDARA 2976,15.0,-58.48222035,-34.58428769,OBJETO FIJO
480,2019-0055,CONDUCTOR,MOTO,MASCULINO,47,1.0,1.0,2019.0,6.0,20.0,19.0,"GUEVARA, TRINIDAD",,"MADERO, EDUARDO AV.","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1.0,-58.36819005,-34.60283208,PASAJEROS
481,2019-0056,PEATON,PEATON,FEMENINO,75,0.0,1.0,2019.0,6.0,29.0,17.0,BOYACA AV.,305.0,SD,BOYACA AV. 305,7.0,-58.45877601,-34.62330939,AUTO
482,2019-0057,PEATON,PEATON,FEMENINO,63,3.0,1.0,2019.0,7.0,5.0,19.0,ARTILLEROS,,LA PAMPA,ARTILLEROS y LA PAMPA,13.0,-58.44196498,-34.55760517,AUTO
483,2019-0058,CONDUCTOR,MOTO,MASCULINO,39,0.0,1.0,2019.0,7.0,10.0,9.0,AUTOPISTA PERITO MORENO,,SD,AUTOPISTA PERITO MORENO e IRIGOYEN,10.0,-58.50622631,-34.63627822,PASAJEROS
484,2019-0059,CONDUCTOR,MOTO,MASCULINO,30,0.0,1.0,2019.0,7.0,13.0,22.0,15 DE NOVIEMBRE DE 1889,,SANTIAGO DEL ESTERO,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1.0,-58.3841088,-34.63099197,PASAJEROS
485,2019-0060,PEATON,PEATON,FEMENINO,78,0.0,1.0,2019.0,7.0,17.0,11.0,"ACOSTA, MARIANO AV.",,"FALCON, RAMON L.,CNEL.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48100602,-34.63504312,AUTO
486,2019-0061,PEATON,PEATON,FEMENINO,58,0.0,1.0,2019.0,7.0,17.0,18.0,11 DE SEPTIEMBRE DE 1888,,MENDOZA,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13.0,-58.45200171,-34.5578132,PASAJEROS
487,2019-0062,PEATON,PEATON,FEMENINO,60,1.0,1.0,2019.0,8.0,1.0,23.0,"PINO, VIRREY DEL",,"CAMPOS, LUIS M. AV.","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13.0,-58.44462132,-34.56201105,PASAJEROS
488,2019-0063,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD,0.0,1.0,2019.0,8.0,4.0,1.0,FOREST AV.,,MAURE,FOREST AV. y MAURE,15.0,-58.45220688,-34.58711712,PASAJEROS
489,2019-0064,CONDUCTOR,MOTO,MASCULINO,20,0.0,1.0,2019.0,8.0,6.0,3.0,BOYACA AV.,,AVELLANEDA AV.,BOYACA AV. y AVELLANEDA AV.,7.0,-58.4596221,-34.6224514,AUTO
490,2019-0065,PEATON,PEATON,FEMENINO,55,1.0,1.0,2019.0,8.0,8.0,16.0,BARCO CENTENERA DEL,,TILCARA,BARCO CENTENERA DEL y TILCARA,4.0,-58.4197085,-34.65414867,PASAJEROS
491,2019-0066,PEATON,PEATON,MASCULINO,40,0.0,1.0,2019.0,8.0,11.0,21.0,RIESTRA AV.,,BOLIVAR (NO OFICIAL),RIESTRA AV. y BOLIVAR (NO OFICIAL),7.0,-58.44187596,-34.64938031,AUTO
492,2019-0067,CONDUCTOR,MOTO,MASCULINO,35,0.0,1.0,2019.0,8.0,14.0,15.0,"CASTRO, EMILIO",4706.0,SD,"CASTRO, EMILIO 4706",10.0,-58.49101637,-34.64276621,CARGAS
493,2019-0068,CONDUCTOR,MOTO,MASCULINO,53,0.0,1.0,2019.0,8.0,14.0,17.0,27 DE FEBRERO AV.,5600.0,SD,27 DE FEBRERO AV. 5600,8.0,-58.42493829,-34.66256502,MOTO
494,2019-0069,CONDUCTOR,MOTO,MASCULINO,43,0.0,1.0,2019.0,8.0,17.0,5.0,"GARAY, JUAN DE AV.",2874.0,SD,"GARAY, JUAN DE AV. 2874",4.0,-58.40489318,-34.62930162,AUTO
495,2019-0070,CONDUCTOR,MOTO,MASCULINO,25,0.0,1.0,2019.0,8.0,22.0,12.0,"SCALABRINI ORTIZ, RAUL AV.",,GORRITI,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14.0,-58.4268668,-34.59217875,BICICLETA
496,2019-0071,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2019.0,8.0,27.0,11.0,PRIMERA JUNTA,,OLIVERA AV.,PRIMERA JUNTA y OLIVERA AV.,9.0,-58.479611,-34.65620398,CARGAS
497,2019-0072,CONDUCTOR,AUTO,MASCULINO,22,5.0,1.0,2019.0,8.0,28.0,6.0,"ALBERDI, JUAN BAUTISTA AV.",,AZUL,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10.0,-58.47439934,-34.63524207,AUTO
498,2019-0073,CONDUCTOR,AUTO,MASCULINO,29,8.0,1.0,2019.0,8.0,29.0,1.0,ALVAREZ THOMAS AV.,1788.0,SD,ALVAREZ THOMAS AV. 1788,15.0,-58.46711912,-34.57926018,OBJETO FIJO
499,2019-0074,CONDUCTOR,MOTO,MASCULINO,35,0.0,1.0,2019.0,8.0,29.0,9.0,"LUGONES, LEOPOLDO AV.",,"PAZ, GRAL. AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13.0,-58.46514781,-34.53465378,CARGAS
500,2019-0075,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2019.0,8.0,30.0,23.0,SAN ANTONIO,,LUJAN,SAN ANTONIO y LUJAN,4.0,-58.37571078,-34.65584079,PASAJEROS
501,2019-0076,CONDUCTOR,MOTO,FEMENINO,29,0.0,1.0,2019.0,9.0,5.0,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4.0,-58.37157668,-34.65429986,CARGAS
502,2019-0077,PEATON,PEATON,FEMENINO,28,0.0,1.0,2019.0,9.0,8.0,3.0,"FIGUEROA ALCORTA, PRES. AV.",,TAGLE,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14.0,-58.39811256,-34.58070186,AUTO
503,2019-0078,PEATON,PEATON,FEMENINO,72,3.0,1.0,2019.0,9.0,12.0,8.0,"EINSTEIN, ALBERTO",,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4.0,-58.41125934,-34.6541774,CARGAS
504,2019-0079,CONDUCTOR,MOTO,MASCULINO,57,0.0,1.0,2019.0,9.0,17.0,5.0,AGRELO,,COLOMBRES,AGRELO y COLOMBRES,5.0,-58.41822901,-34.61866836,PASAJEROS
505,2019-0080,PEATON,PEATON,MASCULINO,76,0.0,1.0,2019.0,9.0,17.0,18.0,CABILDO AV.,,"PAZ, GRAL. AV.","CABILDO AV. y PAZ, GRAL. AV.",13.0,-58.47617802,-34.53825652,MOTO
506,2019-0081,PEATON,PEATON,MASCULINO,67,14.0,1.0,2019.0,9.0,23.0,16.0,ELCANO AV.,4300.0,SD,ELCANO AV. 4300,15.0,-58.46141281,-34.58623761,PASAJEROS
507,2019-0082,CICLISTA,BICICLETA,MASCULINO,47,0.0,1.0,2019.0,9.0,25.0,7.0,"RABANAL, FRANCISCO, INTENDENTE AV.",2428.0,SD,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8.0,-58.42985146,-34.6611974,CARGAS
508,2019-0083,CONDUCTOR,AUTO,MASCULINO,73,0.0,1.0,2019.0,9.0,26.0,8.0,MONTE,,CORVALAN,MONTE y CORVALAN,9.0,-58.48457413,-34.6583909,AUTO
509,2019-0084,CICLISTA,BICICLETA,FEMENINO,40,0.0,1.0,2019.0,9.0,27.0,11.0,TANDIL,,LAFUENTE,TANDIL y LAFUENTE,7.0,-58.46572884,-34.63628186,CARGAS
510,2019-0085,CICLISTA,BICICLETA,MASCULINO,20,0.0,1.0,2019.0,10.0,9.0,22.0,CARDOSO,,BACACAY,CARDOSO y BACACAY,10.0,-58.49261744,-34.6341913,TREN
511,2019-0086,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2019.0,10.0,15.0,14.0,CORRIENTES AV.,6700.0,SD,CORRIENTES AV. 6700,15.0,-58.45283186,-34.5884156,PASAJEROS
512,2019-0087,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2019.0,10.0,21.0,21.0,ALVAREZ THOMAS AV.,,MENDOZA,ALVAREZ THOMAS AV. y MENDOZA,12.0,-58.47973681,-34.57418656,MOTO
513,2019-0088,PEATON,PEATON,MASCULINO,27,0.0,1.0,2019.0,10.0,22.0,20.0,"ALCORTA, AMANCIO AV.",,"BONAVENA, OSCAR NATALIO","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4.0,-58.40623949,-34.65076549,PASAJEROS
514,2019-0089,PEATON,PEATON,FEMENINO,92,0.0,1.0,2019.0,10.0,23.0,15.0,"BROWN, ALTE. AV.",,"BLANES, JUAN MANUEL","BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4.0,-58.36244648,-34.63107887,CARGAS
515,2019-0090,PEATON,PEATON,MASCULINO,67,2.0,1.0,2019.0,10.0,24.0,18.0,"ALBERDI, JUAN BAUTISTA AV.",5455.0,SD,"ALBERDI, JUAN BAUTISTA AV. 5455",9.0,-58.49962423,-34.64868027,MOTO
516,2019-0091,PEATON,PEATON,MASCULINO,35,0.0,1.0,2019.0,11.0,1.0,20.0,"JUSTO, JUAN B. AV.",,CAMARGO,"JUSTO, JUAN B. AV. y CAMARGO",15.0,-58.44551437,-34.59559816,PASAJEROS
517,2019-0092,PEATON,PEATON,MASCULINO,37,0.0,1.0,2019.0,11.0,3.0,10.0,"BRIN, MINISTRO",,SUAREZ,"BRIN, MINISTRO y SUAREZ",4.0,-58.35608181,-34.63420319,PASAJEROS
518,2019-0093,CICLISTA,BICICLETA,MASCULINO,16,0.0,1.0,2019.0,11.0,13.0,11.0,NIZA,,"JUSTO, JUAN B. AV.","NIZA y JUSTO, JUAN B. AV.",11.0,-58.46483679,-34.60907662,OTRO
519,2019-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD,0.0,1.0,2019.0,11.0,18.0,14.0,CAMARGO,,SERRANO,CAMARGO y SERRANO,15.0,-58.44368628,-34.59724326,OTRO
520,2019-0095,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2019.0,11.0,20.0,15.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1.0,-58.37864583,-34.62907067,CARGAS
521,2019-0096,PEATON,PEATON,MASCULINO,73,0.0,1.0,2019.0,11.0,22.0,19.0,CASEROS AV.,,PIEDRAS,CASEROS AV. y PIEDRAS,1.0,-58.37560352,-34.62726382,PASAJEROS
522,2019-0097,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,0.0,1.0,2019.0,11.0,25.0,8.0,AUTOPISTA PERITO MORENO,,SD,AUTOPISTA PERITO MORENO KM. 5.6,9.0,-58.47721439,-34.64815069,MULTIPLE
523,2019-0098,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,4.0,1.0,2019.0,11.0,25.0,14.0,GUZMAN,365.0,SD,GUZMAN 365,15.0,-58.45134029,-34.58984288,PASAJEROS
524,2019-0100,CONDUCTOR,MOTO,MASCULINO,38,13.0,1.0,2019.0,12.0,5.0,17.0,DE LOS CONSTITUYENTES AV.,4300.0,SD,DE LOS CONSTITUYENTES AV. 4300,12.0,-58.49040794,-34.58368803,AUTO
525,2019-0101,CONDUCTOR,MOTO,MASCULINO,25,0.0,1.0,2019.0,12.0,17.0,4.0,"MORENO, PERITO AV.",,TILCARA AV.,"MORENO, PERITO AV. y TILCARA AV.",4.0,-58.42102679,-34.64991178,MOTO
526,2019-0102,CONDUCTOR,MOTO,MASCULINO,18,1.0,1.0,2019.0,12.0,17.0,14.0,IBARROLA,,"GORDILLO, TIMOTEO","IBARROLA y GORDILLO, TIMOTEO",9.0,-58.52219407,-34.64143926,AUTO
527,2019-0103,CONDUCTOR,MOTO,MASCULINO,24,0.0,1.0,2019.0,12.0,18.0,,"PAZ, GRAL. AV.",,GRIVEO,"PAZ, GRAL. AV. y GRIVEO",11.0,-58.52169422,-34.5947164,MOTO
528,2019-0104,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,1.0,1.0,2019.0,12.0,21.0,4.0,RIVADAVIA AV.,,PERGAMINO,RIVADAVIA AV. y PERGAMINO,10.0,-58.47460416,-34.63206174,AUTO
529,2020-0001,PEATON,PEATON,FEMENINO,87,0.0,1.0,2020.0,1.0,4.0,10.0,URIARTE,,LOYOLA,URIARTE y LOYOLA,15.0,-58.43910409,-34.59213355,AUTO
530,2020-0002,CONDUCTOR,MOTO,MASCULINO,36,2.0,1.0,2020.0,1.0,5.0,20.0,SARAZA,,VARELA AV.,SARAZA y VARELA AV.,7.0,-58.45019436,-34.64646409,OBJETO FIJO
531,2020-0003,PEATON,PEATON,MASCULINO,44,0.0,1.0,2020.0,1.0,11.0,6.0,RIVADAVIA AV.,,COMBATE DE LOS POZOS,RIVADAVIA AV. y COMBATE DE LOS POZOS,3.0,-58.39337644,-34.60927582,AUTO
